# _tick,_time,frames,total_loss,mean_episode_return,pg_loss,baseline_loss,entropy_loss,rnd_loss,mean_rewards,mean_intrinsic_rewards,mean_total_rewards
29,1654517727.46917,92800,2.17074108123779,0,-3.02914977073669,4.5728440284729,-0.076437890529633,0.703484654426575,0,0.041870344430208,0.041870344430208
30,1654517764.4092,96000,10.4395751953125,0,-0.439641863107681,10.2588500976563,-0.072323836386204,0.692691206932068,0,0.038751944899559,0.038751944899559
31,1654517805.01867,99200,1.98521399497986,0,0.771649777889252,0.595872461795807,-0.063040696084499,0.680732548236847,0,0.042591162025929,0.042591162025929
32,1654517846.42942,102400,2.12070417404175,0,0.987466037273407,0.504245936870575,-0.041124671697617,0.670117020606995,0,0.043685331940651,0.043685331940651
33,1654517889.88225,105600,4.47524166107178,0,-13.310320854187,17.1953945159912,-0.06861836463213,0.658786237239838,0,0.0351339019835,0.0351339019835
34,1654517927.75143,108800,2.19784879684448,0,0.583397269248962,1.04311943054199,-0.077824339270592,0.649156510829926,0,0.031819246709347,0.031819246709347
35,1654517965.62274,112000,1.82091069221497,0,0.280453085899353,0.97269344329834,-0.069756500422955,0.637520670890808,0,0.032809372991324,0.032809372991324
36,1654518002.92874,115200,4.86274194717407,0,1.01279819011688,3.29127240180969,-0.065271161496639,0.623942971229553,0,0.035534974187613,0.035534974187613
37,1654518044.5325,118400,3.82705092430115,0,1.33374500274658,1.92888915538788,-0.050428129732609,0.614844799041748,0,0.043824471533299,0.043824471533299
38,1654518085.42819,121600,3.22082948684692,0,-1.65348768234253,4.32883262634277,-0.055381469428539,0.600866079330444,0,0.036174565553665,0.036174565553665
39,1654518129.45373,124800,7.2827467918396,0,1.1027524471283,5.64655923843384,-0.05693120136857,0.590366542339325,0,0.036754615604878,0.036754615604878
